"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default_payment_next_month"
3e+05,2,1,2,48,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,2,3,2,36,0,0,0,0,0,0,146022,108405,108396,110249,112119,114136,4153,4000,3984,4001,4128,4200,0
130000,2,3,1,44,-1,-1,-1,-1,-1,-1,994,3693,1098,2912,2910,4122,3694,1098,2912,2910,4122,1887,0
30000,2,2,1,29,2,2,2,0,0,0,26855,26414,27189,28235,28669,29355,300,1500,1800,1200,1300,1200,0
170000,2,1,1,30,0,0,2,2,0,0,165665,173637,173490,165645,165605,163432,15510,7666,0,7792,6248,5910,1
610000,2,1,2,36,-2,-2,-2,-2,-2,-2,53748,528,1191,11390,8680,38018,518,3000,11500,8680,38020,56700,0
1e+05,2,1,2,29,2,2,2,2,2,2,57214,58666,58643,58589,62586,64519,3000,1500,1500,5600,3100,2000,1
210000,2,1,1,46,-2,-2,-2,-2,-2,-2,4054,0,4160,2540,1055,0,0,4160,2540,1055,0,408,0
150000,2,2,1,37,-1,-1,-1,-1,-1,-1,2897,2486,-4,1494,-6,8047,2488,0,1498,0,8053,0,0
360000,2,3,2,30,-1,0,0,-1,0,0,11816,19726,26374,9781,8719,18076,10000,13021,9781,0,10000,8752,0
330000,2,1,1,32,0,0,0,0,0,0,155927,141523,134480,126316,125396,128081,5367,5079,4876,4400,4600,5000,0
3e+05,2,2,2,43,1,-2,-2,-1,-1,-1,500,0,0,507,0,629,0,0,507,0,629,0,0
250000,2,1,2,42,-1,-1,0,0,0,0,30505,39968,98808,78366,10668,390,40000,89000,10668,0,0,540,0
230000,2,2,1,48,0,0,0,0,0,0,347994,320215,298031,272103,205797,179247,11000,12500,11000,7000,36700,6650,0
20000,2,3,2,47,1,2,-1,-1,-1,-1,3135,1473,390,390,390,0,0,390,390,390,0,780,0
210000,2,1,1,35,-2,-2,-2,-2,-2,-2,2024,4055,0,0,0,0,4050,0,0,0,0,150,0
80000,2,2,2,36,2,2,2,0,0,0,82198,89893,80774,80082,78545,76742,10094,0,3800,3125,2783,3000,1
250000,2,1,2,39,-1,-1,-1,2,2,2,12389,1742,40292,39600,21304,1185,1744,39600,7,1185,0,54416,0
50000,2,2,1,34,3,3,2,2,2,2,47895,48240,48602,46289,44837,44535,2000,2001,499,2000,2000,1500,1
310000,2,3,1,43,0,0,0,0,0,0,6981,7294,7114,5642,5881,5611,1137,1247,1065,1000,500,500,0
270000,2,1,2,28,1,2,0,0,0,0,118107,86065,77359,63243,51636,31407,0,10004,10000,10000,10000,5000,0
2e+05,2,1,2,33,-2,-2,-2,-2,-2,-2,282,0,0,0,292,77,0,0,0,292,77,0,0
290000,2,2,1,32,0,0,0,0,0,0,169117,170419,142264,101952,103174,105464,7120,5800,3792,4010,4276,3655,0
220000,2,2,2,29,0,0,0,0,0,0,131575,132727,135509,139774,141099,155763,4809,4920,6520,5120,17001,0,0
1e+05,2,2,1,44,1,-2,-2,-2,-1,2,-1590,-5469,-7292,-10938,5887,3882,0,0,0,16825,0,1823,0
310000,2,3,2,38,-2,-2,-2,-1,0,0,-42,8198,342,41726,15051,8663,8270,344,41884,5025,40,3,0
2e+05,2,2,1,27,0,0,0,0,0,0,157107,160320,162140,165431,168726,172430,7200,5888,5990,6031,6415,6301,0
110000,2,1,2,28,0,0,2,2,-2,-2,101121,69449,34983,-18,-18,-18,3400,0,0,0,0,0,1
130000,2,2,1,30,0,0,0,0,0,0,39052,40320,41324,25629,26961,28360,2000,1700,2000,2000,1500,2000,0
130000,2,1,2,34,0,0,0,0,0,0,66831,27910,24976,27648,29962,27422,3000,3000,3000,3000,5000,3000,0
80000,2,2,1,35,3,2,0,0,0,0,78294,71421,59564,56592,52766,48208,10,2203,3006,3005,2005,2000,1
30000,2,1,1,47,0,0,0,2,2,2,24927,26476,28047,29767,30498,29890,2000,2000,2500,1500,0,1200,1
50000,2,1,1,39,1,-1,-1,-1,-1,-2,0,13030,0,4402,0,0,13016,0,4402,0,0,0,0
160000,2,2,1,30,2,2,0,0,0,0,164137,157663,159094,132809,100693,97181,15,7342,3675,2910,3904,2900,1
80000,2,2,1,45,0,0,0,0,0,0,67206,68052,68690,70042,70626,71700,2418,2511,2512,2510,2590,2711,0
1e+05,2,2,2,37,-1,-1,-1,-1,-2,-2,390,0,780,0,0,0,0,780,0,0,0,0,0
10000,2,2,2,46,2,0,0,2,2,3,1522,2496,4245,4525,5450,5073,1000,1800,500,1000,0,0,1
90000,2,2,1,30,-1,-1,-1,-1,0,0,413,414,414,6936,7272,7595,416,414,6936,1000,1000,1000,0
150000,2,3,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,2,1,2,28,0,0,0,0,0,0,12813,13726,14648,12115,12613,15225,1600,1500,1600,1000,3000,2200,0
230000,2,1,1,35,0,0,-2,-2,-2,-2,22908,0,0,0,0,0,0,0,0,0,0,0,0
230000,2,2,1,30,-1,-1,-1,-1,0,-1,6300,1935,-74,926,426,926,1945,0,1500,0,1000,0,0
120000,2,2,2,33,0,0,0,0,0,0,135648,136901,115299,117498,89417,91370,5000,5000,4620,3200,3300,5000,0
450000,2,2,1,38,-2,-2,-2,-2,-2,-2,390,390,390,390,390,390,390,780,390,390,390,390,1
310000,2,2,1,33,0,0,0,0,0,0,73181,72437,71851,71120,70463,69876,2579,2594,2483,2458,2516,2461,0
50000,2,1,2,30,-2,-2,-2,-2,-2,-2,0,2070,0,0,0,0,2073,0,0,0,0,0,0
140000,2,2,1,36,-1,-1,-1,2,-1,2,430,303,8934,580,9071,6317,300,9061,0,9071,0,656,1
250000,2,1,2,37,-1,-1,-1,-1,-1,-1,1291,1391,3498,8963,0,14660,1391,3498,8963,0,14660,62832,0
310000,2,1,2,31,0,0,0,0,0,0,175349,168933,163384,164700,142767,125972,6006,7006,10000,9000,5000,4500,0
80000,2,1,2,31,0,0,0,0,0,0,68589,69744,70313,71636,52471,53316,2600,3000,3000,2000,2000,2454,0
2e+05,2,2,1,29,-2,-2,-2,-2,-2,-2,8347,14139,3580,6386,868,10415,14158,7425,6386,868,10647,4320,1
90000,2,3,1,47,0,0,0,0,0,0,84137,86795,88884,82163,22601,22029,4000,4400,3566,7694,1000,1000,0
160000,2,3,1,45,-2,-2,-2,-2,-2,-2,2880,2357,5608,1851,2801,3268,2357,5608,1851,2801,3268,2096,0
180000,2,1,2,27,1,-1,-1,-1,-1,-2,0,1530,0,1610,0,0,1530,0,1610,0,0,0,0
310000,2,2,1,33,0,0,0,0,0,0,86508,82406,81964,74927,71636,66409,4000,3505,3500,2000,2200,3000,0
280000,2,4,2,29,0,0,0,0,-2,-2,4541,5724,7184,0,0,0,2500,3000,0,0,0,0,0
90000,2,2,2,43,0,0,2,0,0,0,17497,20898,20263,20145,24845,23745,4000,0,3000,8000,5000,5000,0
70000,2,2,1,48,0,0,0,0,0,0,20755,22093,23432,24217,19108,19649,2000,2000,1500,1000,1000,1000,0
320000,2,2,2,31,-2,-2,-2,-2,-2,-2,3609,3707,5406,3144,1644,1925,3706,5406,3157,1644,1925,0,0
210000,2,1,2,33,-2,-2,-2,-2,-2,-2,1727,0,0,0,0,0,0,0,0,0,0,0,0
130000,2,1,2,27,0,0,0,0,0,0,36444,37029,35595,36200,34081,31542,3000,3000,3000,2000,3000,3000,0
80000,2,2,1,27,-1,-1,-1,-1,-1,-2,390,390,0,780,0,0,390,390,780,0,0,0,0
310000,2,1,1,43,0,0,0,0,0,0,66114,66637,68131,68585,68657,55457,6000,10000,3018,4000,3000,3000,0
150000,2,2,1,27,-1,-1,0,0,0,0,1115,143813,149350,149984,130610,121793,140013,7752,6046,2753,5583,6700,0
180000,2,1,1,29,1,2,0,0,0,0,36560,35655,37767,39065,41967,43189,0,3000,2000,3500,3500,5900,0
140000,2,1,2,31,-1,-1,-1,-1,-1,-1,7689,1680,1771,5500,3615,700,1683,1771,5500,3615,700,1404,0
430000,2,1,2,34,-1,-1,-1,2,-1,-1,180,1654,15718,7370,4423,2544,1666,15783,52,4445,2556,3321,0
360000,2,1,2,37,-2,-2,-2,-2,-2,-2,273,257074,66458,0,0,0,275271,72200,0,0,0,0,0
240000,2,1,1,42,-1,2,-1,-1,0,-1,2114,1386,17601,1410,705,705,0,17601,2115,0,705,4000,0
140000,2,2,2,30,3,2,2,2,-1,-1,3043,4168,1420,0,49,49,1425,2,0,49,0,0,1
2e+05,2,1,1,34,-1,2,-1,0,0,0,857,430,3130,7585,11056,97451,0,3130,5000,4000,90000,15000,0
80000,2,2,1,37,0,0,0,0,0,0,81274,74073,68763,69192,70574,70470,2526,3691,2337,2512,2743,2463,1
1e+05,2,2,2,38,0,0,0,0,0,0,96565,89842,82669,70018,57847,43618,4082,4025,2511,1523,1292,1236,0
210000,2,1,1,40,-1,-1,-1,-1,-1,-1,316,316,316,316,316,876,316,316,316,316,876,1026,0
250000,2,2,1,37,1,-2,-1,-1,-1,-1,0,0,9737,790,20750,0,0,9737,790,20750,0,0,0
50000,2,3,1,38,0,0,0,0,0,0,50297,50145,49386,19818,18540,19109,6000,3120,4300,1000,1000,1000,0
280000,2,2,2,39,0,0,0,0,0,0,123770,126272,126953,106551,99592,100607,5600,5400,5006,3250,3400,3500,0
1e+05,2,2,1,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
610000,2,1,2,38,0,0,0,0,0,0,592897,624475,632041,516575,454845,456596,26943,22375,17221,15300,16000,18000,0
120000,2,2,2,30,0,0,0,0,0,0,121374,123176,121907,123949,112430,114322,6027,6000,6300,4000,4300,4322,0
180000,2,2,2,44,0,0,0,0,0,0,23593,24651,25631,23609,24529,25095,1436,1416,2150,1500,1000,1000,0
90000,2,3,1,40,0,0,0,0,0,0,90508,90944,90720,82735,50185,50563,4000,3700,3534,2000,1820,2200,0
50000,2,3,1,35,2,2,4,3,2,0,48119,53019,51924,50794,49376,50185,6000,0,1,1,1915,2000,1
160000,2,3,2,32,-1,-1,-1,-1,-1,-1,1377,3503,2688,2142,7139,1872,3645,2688,2142,7139,1872,10573,1
5e+05,2,2,1,48,0,0,0,0,0,0,79673,75362,73547,47274,46454,41906,3016,3020,2010,2035,3014,3045,0
440000,2,2,2,28,0,0,0,0,0,0,412962,409812,393255,370202,258387,255740,15000,20000,15305,10070,15037,10052,0
330000,2,2,1,31,-1,0,-1,-1,-1,-1,1727,1349,1366,1383,1383,1383,1000,1400,1400,1383,1383,851,0
2e+05,2,2,2,33,0,0,0,0,0,0,65024,66223,68261,69133,70689,72201,2372,3100,2600,2700,2800,2700,0
250000,2,2,2,33,0,0,0,0,0,0,148265,149485,152678,157337,159719,163649,5500,5600,7200,6500,6500,6000,0
140000,2,2,1,37,0,0,0,0,0,0,58009,51013,54343,27537,9751,12569,5000,5000,5000,3000,3000,5000,0
260000,2,1,1,36,0,0,0,0,0,0,204057,210668,182863,166437,184000,146518,15000,10000,15000,20000,5000,20000,0
60000,2,1,1,45,1,2,0,0,2,0,58389,56834,58322,59781,8177,7757,0,3000,3100,0,1000,500,1
5e+05,2,1,1,37,0,0,0,0,0,0,506515,505753,395522,312315,265742,248866,17200,13173,10143,7519,8866,7154,0
130000,2,2,2,30,0,0,0,0,0,0,115040,111226,104301,84132,79043,78205,4224,4415,3600,5800,2000,2005,0
80000,2,2,1,30,1,2,2,2,0,0,69957,68219,75688,73563,43255,35852,0,8600,0,1600,1300,1300,1
90000,2,1,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
210000,2,1,0,31,-1,-1,-1,0,0,0,1326,3825,33515,78075,109374,108869,3844,33515,48075,39374,1000,1357,0
280000,2,1,1,45,-2,-2,-2,-2,-2,-2,26573,17597,22284,20232,17567,20027,18243,22302,20274,17567,20027,17025,0
240000,2,1,2,28,-2,-2,-2,-2,-2,-2,1983,-2076,-2076,-2076,-2076,-253,0,0,0,0,1823,0,0
230000,2,2,2,29,-2,-1,-1,-1,-1,-1,0,4375,1225,401,2460,804,4373,1225,401,2460,804,708,0
360000,2,1,1,30,-1,0,-1,-1,-1,-1,13415,28327,6257,2967,1550,0,20246,6257,2967,1550,0,1550,0
180000,2,1,1,33,-1,-1,-1,-1,-1,-1,4520,1449,1730,2215,1525,1050,1456,1731,2215,1525,1050,1440,0
10000,2,3,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
210000,2,1,1,34,-1,-1,-1,-1,-2,-2,2501,639,699,0,0,0,640,699,0,0,0,0,1
30000,2,1,1,34,-2,-2,-2,-2,-2,-2,3275,5000,5235,5000,2100,1970,5000,5235,5000,2100,1970,2000,0
2e+05,2,1,2,34,-1,-1,-1,-1,0,0,8152,1989,382,10383,7030,0,2451,382,10383,0,3036,0,0
90000,2,2,1,32,0,0,0,0,0,0,88812,88533,91001,90661,51620,52668,3500,3908,4328,2100,2500,1308,0
50000,2,3,1,44,0,0,0,0,0,0,45835,46315,47435,48290,49257,49345,2000,1865,1720,1687,1732,2007,0
30000,2,2,1,46,1,2,0,0,0,0,26815,25311,25906,25494,24986,24915,0,1804,1200,500,737,0,0
220000,2,1,2,35,-1,-1,-1,-1,-1,-1,5555,7443,5572,5572,5572,5774,7492,5600,5600,5600,5802,3279,0
5e+05,2,2,1,46,0,0,-1,-1,0,0,16400,886,21803,90182,79310,68380,885,21831,90182,2500,2380,2772,0
60000,2,3,1,47,0,0,0,0,0,0,33816,35303,36032,37431,37863,38954,2000,1601,2000,1354,1700,1010,0
110000,2,2,1,41,0,0,0,0,0,0,104503,102165,98160,57257,54863,53510,5000,5045,7021,7000,5000,3000,0
360000,2,3,1,43,-2,-2,-1,-1,-2,-2,4400,0,2050,754,0,0,0,2050,754,0,0,1738,1
490000,2,1,1,36,-2,-2,-2,-2,-2,-2,1891,9444,3180,7715,6507,3424,9468,3182,7779,6517,3434,5132,0
210000,2,1,1,36,-1,-1,0,0,-1,-1,1630,25903,21313,0,1515,556,26309,1000,0,1515,556,19964,0
280000,2,1,1,37,-1,-1,-1,-1,0,0,735,168,786,1028,889,698,167,786,1028,698,0,0,0
60000,2,2,1,36,-1,2,2,2,2,2,1580,2498,3309,3606,3400,3844,1100,1000,500,0,500,0,0
490000,2,2,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,163,1256,0,0,0,163,1256,1000,0
70000,2,1,2,43,3,2,2,2,0,0,56998,57964,59452,57771,44043,45175,2500,3000,17,2000,2000,2000,0
460000,2,2,1,40,0,0,0,0,0,0,133336,126956,126758,121857,122830,90219,5013,5032,4407,4040,3001,3109,0
2e+05,2,3,1,41,-1,-1,-1,-1,-1,2,3000,187,1306,3142,3332,1686,182,1306,3332,1686,0,1496,0
320000,2,2,1,42,-1,-1,-2,-2,-2,-2,8152,0,0,0,0,0,0,0,0,0,0,0,1
230000,2,3,3,48,0,0,0,0,0,0,41092,50379,54556,58624,59848,68828,10000,5000,5000,2197,10000,5000,0
350000,2,1,1,30,0,0,0,0,0,0,43607,39873,52449,53581,45320,43421,15000,15000,6000,1013,1445,5000,0
230000,2,1,1,31,0,0,0,0,0,0,15722,11952,13442,16164,9908,9592,2000,2000,3418,0,0,0,0
20000,2,3,2,47,1,2,0,0,0,0,16320,15735,18164,19143,20143,20446,0,3000,1600,1600,1800,1000,1
230000,2,2,1,43,0,0,0,0,0,0,41408,42106,43532,44504,44267,45564,1676,3000,2011,1574,2000,2000,0
80000,2,2,1,35,0,0,-1,-1,-1,-1,15234,15372,2783,2501,0,194,3000,2783,2501,0,194,756,0
110000,2,2,1,40,0,0,0,0,0,0,93357,87748,109517,107403,81794,78463,4428,76000,5000,4000,3000,5000,0
360000,2,1,1,30,-2,-2,-1,-1,-1,-1,324,1986,196,2855,0,463,1986,196,2855,0,463,430,0
80000,2,2,2,34,1,-2,-1,-1,-1,0,-3,-3,1266,1347,2495,1248,0,1269,1351,2498,3,0,0
350000,2,2,1,35,-1,-1,2,-1,-1,-1,436,884,421,267,575,932,885,0,267,575,932,0,1
240000,2,1,1,32,2,2,2,2,2,2,209164,204501,223137,226470,229706,234889,0,22000,8500,8500,9000,0,1
80000,2,2,2,34,0,0,0,0,0,0,64527,52484,41048,31786,29105,28294,1785,1874,2000,1011,1100,1154,0
140000,2,2,2,29,0,0,0,2,0,0,62063,61729,67891,65861,64848,64936,3000,8600,6,2500,2500,2500,0
50000,2,1,2,33,2,2,0,0,-1,0,60660,54947,54425,48313,19399,19804,0,4500,1200,71941,619,563,1
130000,2,3,2,35,0,0,0,0,0,0,3924,4857,5771,8659,10503,11329,1000,1000,3000,2000,1000,1000,0
90000,2,1,2,29,0,0,0,0,0,0,8925,9124,10220,12044,27847,8251,8000,10000,10016,25000,8000,26000,0
210000,2,1,2,29,-1,-1,-1,-1,-1,2,873,27371,871,871,2042,1021,27465,871,871,2042,0,1666,0
20000,2,1,2,29,2,0,0,0,0,0,15031,16078,17210,18098,18843,19586,1600,1700,1500,1000,1000,500,1
2e+05,2,1,2,29,-1,-1,-1,-1,-1,-1,3556,2914,3601,1717,30616,22849,3028,3919,1726,30802,22963,1335,0
230000,2,1,1,31,-1,-1,-2,-1,-1,-1,610,0,0,1100,0,1383,0,0,1100,0,1383,905,0
150000,2,3,1,43,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
210000,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,1577,0,0,0,0,1577,0,0,0,0
290000,2,1,1,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
260000,2,3,1,34,2,2,0,0,2,2,118723,115308,123069,129060,131682,135656,0,9670,9561,6250,6250,6250,1
20000,2,2,1,29,0,0,2,2,2,2,9677,12186,11700,13474,13006,13743,2700,0,2000,0,1055,0,1
180000,2,3,1,47,-1,-1,-1,-2,-2,-2,3720,3404,7141,1304,1534,2395,3406,7141,1304,1534,2395,6090,1
1e+05,2,6,1,29,0,0,0,0,0,0,99294,83403,58083,88344,49443,23159,5704,3503,59000,1600,1000,1000,0
280000,2,2,1,38,0,0,0,0,0,0,236168,230990,173668,177475,171566,175500,10000,6000,6000,6000,6000,5000,0
1e+05,2,2,1,41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
160000,2,2,1,44,-1,-1,-2,-2,-2,-2,1232,0,0,0,0,0,0,0,0,0,0,0,1
360000,2,1,2,36,0,0,0,0,0,2,309558,305594,306176,304645,315118,315782,11000,13000,11019,23000,13300,3,0
450000,2,1,2,36,-1,-1,-1,-2,-2,-2,1872,4575,0,0,0,0,4581,0,0,0,0,0,0
380000,2,1,2,40,0,-1,-1,-1,-1,0,4366,2566,4174,-192,15011,12990,2570,4174,192,16350,2000,55500,1
120000,2,2,1,42,-2,-2,-2,-2,-2,-2,0,338,488,137,324,471,336,488,137,324,471,0,0
170000,2,2,2,34,0,0,0,0,-1,0,85040,81462,59800,20650,127601,121774,5000,3400,3000,127601,4600,5100,0
180000,2,2,1,48,-2,-1,-1,-1,-1,-1,-16,2116,1494,7780,8416,0,2129,1494,7780,8416,0,1316,0
1e+05,2,1,1,38,0,0,0,0,0,0,68943,66762,68566,65132,48738,51020,3000,5000,2436,3000,3000,2000,0
50000,2,1,2,26,0,0,-1,0,0,-1,4035,1343,2174,3479,3006,810,1200,2500,3000,1000,900,48578,0
180000,2,1,2,30,-2,-2,-2,-2,-2,-2,50066,5320,9758,6494,32830,3267,5319,10008,6500,32830,3267,2650,0
150000,2,1,2,31,1,-2,-2,-2,-2,-2,-532,-512,-512,-512,-508,-913,0,0,0,4,0,0,0
3e+05,2,1,2,32,-2,-2,-2,-2,-2,-2,880,788,10742,1349,10522,0,788,10774,1353,10522,0,3376,1
350000,2,1,2,33,0,0,0,0,0,0,303703,298421,247125,228229,202220,181860,10000,9205,6810,5706,6000,4511,0
260000,2,2,1,42,0,0,0,0,0,0,35213,31889,26299,27804,25809,27052,2500,3000,3000,2500,2500,2000,0
2e+05,2,2,2,27,0,0,0,-1,-1,0,7886,7101,5378,5501,9402,9221,4500,3378,5501,9402,6000,5683,0
240000,2,2,1,27,0,0,0,0,0,0,133336,136296,139430,142608,145437,148492,5156,5328,5500,5199,5392,5417,1
150000,2,1,2,26,0,0,2,0,0,0,65299,69087,63156,57147,53383,48556,4864,2000,2000,2000,2000,1500,0
290000,2,2,2,26,0,0,0,0,-1,-1,18139,20807,99860,100000,3015,23473,3000,80000,3000,3015,23473,1148,0
140000,2,2,2,27,0,0,0,0,0,0,127496,119346,89977,92381,83641,86316,6000,4000,4000,3000,4000,4000,0
2e+05,2,1,2,29,-1,-1,-1,0,0,-1,2114,0,9781,29313,49113,732,0,9781,20000,20000,732,1005,0
230000,2,1,1,28,1,2,0,0,0,0,207592,195825,199659,157434,160009,155825,6300,9264,6116,6128,5765,5956,1
240000,2,2,2,28,2,2,2,2,0,0,295543,276968,276585,253679,232300,212749,0,22550,0,8450,7800,6975,0
170000,2,1,2,31,-2,-2,-2,-2,-2,-2,757,4319,1489,362,451,620,4319,1499,362,451,620,1400,0
120000,2,3,2,31,-1,-1,-1,-1,-1,-1,396,396,396,396,396,1100,396,396,396,396,1100,396,0
3e+05,2,2,2,30,-2,-2,-2,-2,-2,-1,857,850,850,850,850,3688,855,850,850,850,4384,9480,1
1e+05,2,2,2,30,0,0,2,-1,0,0,2431,3123,177,1170,390,0,2180,0,1170,0,0,19760,0
110000,2,3,1,31,0,0,2,0,0,0,22413,24758,22546,22204,22107,21745,4606,0,1314,2000,1500,810,0
180000,2,2,1,33,0,0,0,0,0,0,165665,153828,158050,149023,135798,112666,20052,30032,20027,40000,10000,0,0
5e+05,2,1,2,32,0,0,0,0,0,0,421895,406204,415664,423392,399250,362627,15000,16000,15000,14000,13180,14000,0
80000,2,3,1,32,2,0,0,0,2,0,26855,24758,23044,22919,21890,22003,1700,1400,2400,0,1000,1500,0
280000,2,1,2,32,-2,-2,-2,-2,-2,-2,5855,13645,9127,9656,41434,21732,13690,9171,9705,41641,21838,5659,0
280000,2,1,2,33,-2,-2,-2,-2,-2,-2,2522,2997,14059,2693,697,5776,2995,14059,2693,697,5776,2671,0
120000,2,1,1,35,-1,-1,-1,-1,-1,-1,524,2458,8067,802,2706,3597,2459,8152,802,2706,3597,1400,0
90000,2,2,1,35,-1,0,0,-1,-1,-1,5484,2380,0,1700,1700,0,1000,0,1700,1700,0,1664,0
170000,2,2,2,34,-1,-1,-1,-1,-1,-1,3105,1599,1122,1692,648,0,1599,1122,1692,648,0,631,0
50000,2,2,2,34,0,0,0,0,0,0,31652,27572,29022,29368,16930,17284,1450,1899,1245,576,596,578,0
50000,2,3,1,34,-1,-1,-1,-1,0,0,390,390,390,11779,11615,11466,390,390,11779,403,415,406,0
230000,2,1,2,38,0,0,0,0,0,0,217798,224020,227311,184500,128190,130883,9830,8750,7470,4540,4710,4750,0
360000,2,2,2,42,-1,0,-1,-1,-1,-1,24132,14231,23040,5651,7017,6495,6083,23154,5679,7052,6527,4601,0
360000,2,2,1,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
170000,2,1,1,45,0,0,0,0,0,0,166611,165243,156688,151405,127090,126388,7300,7067,6443,4617,4711,4673,0
20000,2,3,1,35,-1,2,2,2,2,0,17066,18803,18055,20578,19813,20197,2500,0,3000,0,1001,1700,0
240000,2,2,1,43,-1,-1,-2,-1,-1,-1,59,0,0,177,199,559,0,0,177,200,559,0,0
110000,2,2,2,40,0,0,0,0,0,0,111587,86877,133187,65025,62777,62105,3406,2357,2239,3617,2247,2500,1
180000,2,2,1,34,2,2,2,2,2,2,93005,95008,97088,98093,99578,101828,4303,4500,3500,4000,4000,4000,1
240000,2,2,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
210000,2,2,1,41,-1,0,-1,-1,-1,-1,13350,42862,9584,7978,6728,6728,41275,9600,7978,6728,6728,6728,0
30000,2,3,1,43,-1,3,2,2,0,0,10335,10040,10903,10533,10132,10343,0,1149,101,348,359,364,0
210000,2,2,1,44,0,0,0,0,0,0,36560,40534,42889,42936,44936,47166,4535,3000,1000,2000,2230,1026,0
320000,2,1,2,30,-1,-1,-1,-1,-1,-1,10283,2488,5187,11735,2280,9404,2488,5209,11735,2280,9404,3660,0
220000,2,3,1,38,0,0,0,0,0,0,120890,111593,99170,98437,91222,94061,4809,4604,3497,4000,4214,3404,0
240000,2,1,2,29,-1,-1,-1,-1,0,-1,1535,696,696,18334,27638,696,700,696,18334,10000,696,696,0
450000,2,1,2,35,1,2,2,0,0,0,131197,132453,128901,132982,141298,137347,4723,0,6270,12000,16309,5000,0
5e+05,2,2,1,36,0,0,0,0,0,0,262206,286708,311641,326298,270968,315889,30006,30000,20507,50000,50047,20413,0
180000,2,2,1,44,0,0,0,0,0,0,174725,178917,182777,171239,119060,121981,7000,6800,6800,4500,5000,5000,0
80000,2,1,1,38,-2,-2,-2,-2,-2,-2,0,0,517,0,0,0,336,517,0,0,0,0,0
50000,2,2,2,41,2,-1,2,2,-2,-2,390,780,780,0,0,0,780,0,0,0,0,0,1
50000,2,1,2,29,-2,-2,-2,-2,-2,-2,-101,-101,-101,-101,-101,1100,0,0,0,0,1201,0,0
30000,2,3,1,30,3,2,2,0,0,0,29540,30634,29827,28661,28608,30647,1900,0,4455,1047,2500,1060,0
3e+05,2,1,1,37,-1,-1,-1,-1,-1,-1,5766,3217,19615,11123,10266,12467,3220,19615,11123,10266,12467,5041,0
340000,2,2,1,45,-2,-2,-2,-2,-2,-2,5766,480,2532,-36,105668,5490,476,2544,2,106196,5517,433,0
190000,2,2,2,44,0,0,0,0,0,0,137218,140899,144636,148173,151853,155031,5763,5987,5948,6000,5481,5500,0
360000,2,1,1,46,0,0,-1,0,0,0,58389,42094,10594,31532,46342,56571,20000,10600,30000,20000,15000,10000,0
1e+05,2,1,1,37,0,0,0,0,0,0,68725,70113,71567,72410,73846,75556,3100,3181,2628,2640,2897,3600,0
250000,2,1,2,38,-1,-1,-1,-1,-1,-1,14815,990,8150,15410,1276,0,990,8150,15410,1276,0,0,0
120000,2,2,1,46,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
2e+05,2,1,2,43,1,-1,-1,-1,2,-1,0,2112,723,150,150,2478,2113,981,150,0,2478,5377,0
280000,2,1,2,30,1,2,0,-1,-1,-1,25897,19262,10660,4191,1671,105726,50,2053,4211,2001,105747,100055,0
480000,2,2,1,46,-1,-1,-1,-2,-1,0,994,1317,0,0,4415,1978,1315,0,0,4415,0,0,0
240000,2,2,2,36,-1,-1,-1,-1,-2,-2,3924,2947,297,0,0,0,2944,297,0,0,0,0,1
120000,2,2,1,39,-2,-2,-2,-2,-2,-2,282,6192,2134,0,0,0,6192,2142,0,0,0,0,0
110000,2,2,2,40,0,0,0,0,0,0,95980,96752,98884,98501,34250,35874,5000,5000,3000,3000,3000,3000,0
390000,2,1,1,41,0,0,2,0,0,-2,48399,52279,51176,52286,0,0,4723,0,2712,0,0,0,0
20000,2,2,2,38,1,2,2,4,3,2,10677,12729,14734,14190,13721,13848,2500,2501,0,0,441,1,0
140000,2,1,2,35,0,0,0,0,0,0,111941,114389,116956,119334,120661,123256,5802,5900,5800,4800,4700,5000,0
160000,2,2,1,41,0,0,0,0,0,0,39962,45640,38988,19825,22654,16158,10000,10000,5000,5000,5000,10000,0
